"idcase","depvar","income","agehed","rooms","region","alt","ic","oc","chid"
314,FALSE,2,25,7,"scostl","gc",523.78,101.13,314
314,TRUE,2,25,7,"scostl","gr",659.84,99.106,314
314,FALSE,2,25,7,"scostl","hp",547.07,131.39,314
315,FALSE,5,20,6,"valley","ec",942.12,558.99,315
315,TRUE,5,20,6,"valley","er",1159.8,500.52,315
315,FALSE,5,20,6,"valley","gc",762.69,202.69,315
315,FALSE,5,20,6,"valley","gr",1036,190.72,315
315,FALSE,5,20,6,"valley","hp",1284.8,275.65,315
316,FALSE,7,55,5,"scostl","ec",832.37,451.39,316
316,FALSE,7,55,5,"scostl","er",974.27,542.89,316
316,TRUE,7,55,5,"scostl","gc",675.88,169.57,316
316,FALSE,7,55,5,"scostl","gr",982.51,171.3,316
316,FALSE,7,55,5,"scostl","hp",915.51,196.29,316
317,FALSE,3,55,6,"scostl","ec",694.89,355,317
317,FALSE,3,55,6,"scostl","er",903.41,351.11,317
317,FALSE,3,55,6,"scostl","gc",688.9,157.22,317
317,FALSE,3,55,6,"scostl","gr",854.09,136.82,317
317,TRUE,3,55,6,"scostl","hp",922.36,223.81,317
318,FALSE,5,60,3,"ncostl","ec",803.74,460.15,318
318,FALSE,5,60,3,"ncostl","er",1049.2,450.43,318
318,TRUE,5,60,3,"ncostl","gc",620.53,164.48,318
318,FALSE,5,60,3,"ncostl","gr",765.28,118.28,318
318,FALSE,5,60,3,"ncostl","hp",958.5,197.49,318
319,FALSE,5,45,7,"ncostl","ec",784.77,420.25,319
319,FALSE,5,45,7,"ncostl","er",1033.4,400.75,319
319,TRUE,5,45,7,"ncostl","gc",717.62,125.58,319
319,FALSE,5,45,7,"ncostl","gr",767.36,135.02,319
319,FALSE,5,45,7,"ncostl","hp",872.11,162.07,319
320,FALSE,5,40,4,"ncostl","ec",598.65,370.7,320
320,FALSE,5,40,4,"ncostl","er",797.09,323.85,320
320,TRUE,5,40,4,"ncostl","gc",639.57,153.28,320
320,FALSE,5,40,4,"ncostl","gr",617.23,140.52,320
320,FALSE,5,40,4,"ncostl","hp",907.87,143.14,320
321,FALSE,4,40,5,"mountn","ec",687.68,498.16,321
321,FALSE,4,40,5,"mountn","er",887.54,353.33,321
321,TRUE,4,40,5,"mountn","gc",870.96,157.28,321
321,FALSE,4,40,5,"mountn","gr",958.38,148.22,321
321,FALSE,4,40,5,"mountn","hp",1146,206.2,321
322,FALSE,3,35,2,"scostl","ec",949.9,521.6,322
322,FALSE,3,35,2,"scostl","er",980.42,430.61,322
322,TRUE,3,35,2,"scostl","gc",912.33,209.83,322
322,FALSE,3,35,2,"scostl","gr",1009.8,171.79,322
322,FALSE,3,35,2,"scostl","hp",1109,219.72,322
323,FALSE,7,20,4,"ncostl","ec",789.56,425.02,323
323,FALSE,7,20,4,"ncostl","er",867.15,417.7,323
323,FALSE,7,20,4,"ncostl","gc",678.75,156.93,323
323,FALSE,7,20,4,"ncostl","gr",787.68,140.96,323
323,TRUE,7,20,4,"ncostl","hp",979.58,199.08,323
324,FALSE,5,30,5,"scostl","ec",808.48,307.07,324
324,FALSE,5,30,5,"scostl","er",899.89,342.22,324
324,TRUE,5,30,5,"scostl","gc",587.57,154.63,324
324,FALSE,5,30,5,"scostl","gr",775.19,127,324
324,FALSE,5,30,5,"scostl","hp",813.02,175.56,324
325,FALSE,2,60,2,"ncostl","ec",767.21,327.01,325
325,FALSE,2,60,2,"ncostl","er",682.41,319.93,325
325,TRUE,2,60,2,"ncostl","gc",542.06,172.31,325
325,FALSE,2,60,2,"ncostl","gr",833.24,133.85,325
325,FALSE,2,60,2,"ncostl","hp",826.01,171.44,325
326,FALSE,3,40,5,"valley","ec",684.31,419.64,326
326,FALSE,3,40,5,"valley","er",769.85,341.57,326
326,TRUE,3,40,5,"valley","gc",651.12,135.41,326
326,FALSE,3,40,5,"valley","gr",683.84,116.65,326
326,FALSE,3,40,5,"valley","hp",825.56,181.05,326
327,FALSE,2,25,4,"ncostl","ec",747.15,492.56,327
327,FALSE,2,25,4,"ncostl","er",986.81,392.68,327
327,TRUE,2,25,4,"ncostl","gc",739.94,149.79,327
327,FALSE,2,25,4,"ncostl","gr",934.03,137.4,327
327,FALSE,2,25,4,"ncostl","hp",1003.9,225.82,327
328,FALSE,4,55,7,"ncostl","ec",806.11,465.17,328
328,FALSE,4,55,7,"ncostl","er",1007.6,353.87,328
328,FALSE,4,55,7,"ncostl","gc",833.14,199.78,328
328,TRUE,4,55,7,"ncostl","gr",917.79,144.96,328
328,FALSE,4,55,7,"ncostl","hp",1070.7,223.83,328
329,FALSE,4,65,4,"scostl","ec",732.96,411.73,329
329,FALSE,4,65,4,"scostl","er",931.23,393.77,329
329,TRUE,4,65,4,"scostl","gc",673.25,127.77,329
329,FALSE,4,65,4,"scostl","gr",776.08,150.11,329
329,FALSE,4,65,4,"scostl","hp",835.62,190.53,329
330,FALSE,6,35,6,"valley","ec",677.16,296.42,330
330,FALSE,6,35,6,"valley","er",737,321.48,330
330,TRUE,6,35,6,"valley","gc",671.87,137.99,330
330,FALSE,6,35,6,"valley","gr",642.14,140.17,330
330,FALSE,6,35,6,"valley","hp",884.84,156.31,330
331,FALSE,7,50,5,"valley","ec",887.42,453.9,331
331,FALSE,7,50,5,"valley","er",1029.9,469.63,331
331,TRUE,7,50,5,"valley","gc",771.49,173.71,331
331,FALSE,7,50,5,"valley","gr",918.24,156.13,331
331,FALSE,7,50,5,"valley","hp",1184.8,215.07,331
332,FALSE,5,40,6,"scostl","ec",870.61,516.91,332
332,FALSE,5,40,6,"scostl","er",916.22,457.7,332
332,TRUE,5,40,6,"scostl","gc",812.45,145.55,332
332,FALSE,5,40,6,"scostl","gr",958.07,150.29,332
332,FALSE,5,40,6,"scostl","hp",957.34,215.24,332
333,FALSE,7,35,2,"scostl","ec",918.02,495.84,333
333,TRUE,7,35,2,"scostl","er",911.28,526.92,333
333,FALSE,7,35,2,"scostl","gc",830.48,175.34,333
333,FALSE,7,35,2,"scostl","gr",995.81,175.52,333
333,FALSE,7,35,2,"scostl","hp",1182.2,237.27,333
334,FALSE,3,35,5,"scostl","ec",946.73,519.01,334
334,FALSE,3,35,5,"scostl","er",1038.6,528.83,334
334,FALSE,3,35,5,"scostl","gc",777.6,201.63,334
334,TRUE,3,35,5,"scostl","gr",1095.6,190.56,334
334,FALSE,3,35,5,"scostl","hp",1191.5,260.57,334
335,FALSE,7,30,7,"scostl","ec",900.89,567.95,335
335,FALSE,7,30,7,"scostl","er",1033.3,534.39,335
335,TRUE,7,30,7,"scostl","gc",956.69,197.67,335
335,FALSE,7,30,7,"scostl","gr",947.65,151.48,335
335,FALSE,7,30,7,"scostl","hp",1059.3,231.91,335
336,FALSE,7,55,2,"mountn","ec",920.04,503.16,336
336,FALSE,7,55,2,"mountn","er",1005.9,437.02,336
336,FALSE,7,55,2,"mountn","gc",820.43,189.17,336
336,TRUE,7,55,2,"mountn","gr",1019.9,169.77,336
336,FALSE,7,55,2,"mountn","hp",1051.6,232.41,336
337,FALSE,6,20,5,"scostl","ec",895.71,508.19,337
337,FALSE,6,20,5,"scostl","er",1164.3,496.39,337
337,TRUE,6,20,5,"scostl","gc",825.16,186.41,337
337,FALSE,6,20,5,"scostl","gr",1037.8,174.8,337
337,FALSE,6,20,5,"scostl","hp",1141.2,224.22,337
338,FALSE,7,35,7,"scostl","ec",783.96,502.5,338
338,FALSE,7,35,7,"scostl","er",1016.1,426.62,338
338,TRUE,7,35,7,"scostl","gc",748.8,167.93,338
338,FALSE,7,35,7,"scostl","gr",939.21,136.15,338
338,FALSE,7,35,7,"scostl","hp",998.94,202.12,338
339,FALSE,7,50,4,"valley","ec",730.14,483.05,339
339,FALSE,7,50,4,"valley","er",959.81,377.76,339
339,TRUE,7,50,4,"valley","gc",728.61,150.92,339
339,FALSE,7,50,4,"valley","gr",787.29,157.29,339
339,FALSE,7,50,4,"valley","hp",885.08,197.04,339
340,FALSE,6,50,3,"valley","ec",784.16,428.66,340
340,FALSE,6,50,3,"valley","er",1034.4,430.46,340
340,FALSE,6,50,3,"valley","gc",687.14,162.9,340
340,FALSE,6,50,3,"valley","gr",754.5,154.14,340
340,TRUE,6,50,3,"valley","hp",929.89,177.87,340
341,FALSE,6,30,6,"mountn","ec",791.92,397.74,341
341,FALSE,6,30,6,"mountn","er",930.48,455.6,341
341,FALSE,6,30,6,"mountn","gc",824.61,202.49,341
341,FALSE,6,30,6,"mountn","gr",861.36,156.92,341
341,TRUE,6,30,6,"mountn","hp",1048.4,215.71,341
342,FALSE,6,65,3,"mountn","ec",925.33,551.61,342
342,FALSE,6,65,3,"mountn","er",902.35,389.86,342
342,TRUE,6,65,3,"mountn","gc",727.56,169.73,342
342,FALSE,6,65,3,"mountn","gr",860.2,154.3,342
342,FALSE,6,65,3,"mountn","hp",890.95,250.44,342
343,FALSE,6,50,4,"valley","ec",753.8,446.48,343
343,FALSE,6,50,4,"valley","er",746.86,378.64,343
343,FALSE,6,50,4,"valley","gc",604.58,143.92,343
343,TRUE,6,50,4,"valley","gr",772.73,115.31,343
343,FALSE,6,50,4,"valley","hp",791.37,159.39,343
344,FALSE,7,40,4,"valley","ec",973.91,503.14,344
344,FALSE,7,40,4,"valley","er",1193.9,406.55,344
344,FALSE,7,40,4,"valley","gc",937.77,189.51,344
344,TRUE,7,40,4,"valley","gr",1104.4,159.37,344
344,FALSE,7,40,4,"valley","hp",1064.7,211.04,344
345,FALSE,7,40,7,"ncostl","ec",797.07,371.04,345
345,FALSE,7,40,7,"ncostl","er",935.07,423.6,345
345,FALSE,7,40,7,"ncostl","gc",644.21,157.91,345
345,TRUE,7,40,7,"ncostl","gr",821.76,122.9,345
345,FALSE,7,40,7,"ncostl","hp",816.22,173.76,345
346,FALSE,2,20,2,"valley","ec",999.62,566.7,346
346,TRUE,2,20,2,"valley","er",1119.9,440.2,346
346,FALSE,2,20,2,"valley","gc",893.85,196.44,346
346,FALSE,2,20,2,"valley","gr",935.4,145.7,346
346,FALSE,2,20,2,"valley","hp",1150.5,257.19,346
347,FALSE,7,30,6,"scostl","ec",886.93,492.99,347
347,FALSE,7,30,6,"scostl","er",1014.4,373.51,347
347,TRUE,7,30,6,"scostl","gc",837.69,166.54,347
347,FALSE,7,30,6,"scostl","gr",942.03,145.74,347
347,FALSE,7,30,6,"scostl","hp",1047.2,237.23,347
348,FALSE,2,30,3,"scostl","ec",633.2,398.74,348
348,FALSE,2,30,3,"scostl","er",905.27,385.03,348
348,TRUE,2,30,3,"scostl","gc",744.25,146.28,348
348,FALSE,2,30,3,"scostl","gr",856.65,146.11,348
348,FALSE,2,30,3,"scostl","hp",1054.1,187.53,348
349,FALSE,6,55,2,"ncostl","ec",812.78,484.29,349
349,FALSE,6,55,2,"ncostl","er",967.18,461.94,349
349,TRUE,6,55,2,"ncostl","gc",705.46,160.14,349
349,FALSE,6,55,2,"ncostl","gr",974.04,139.06,349
349,FALSE,6,55,2,"ncostl","hp",932.1,215.77,349
350,FALSE,4,35,6,"ncostl","ec",1039.9,479.46,350
350,FALSE,4,35,6,"ncostl","er",1076.2,456.63,350
350,TRUE,4,35,6,"ncostl","gc",767.71,199.71,350
350,FALSE,4,35,6,"ncostl","gr",861.92,131.62,350
350,FALSE,4,35,6,"ncostl","hp",1104.4,228.66,350
351,FALSE,6,50,2,"valley","ec",883.41,475.57,351
351,FALSE,6,50,2,"valley","er",1060.9,436.8,351
351,TRUE,6,50,2,"valley","gc",817.5,166.14,351
351,FALSE,6,50,2,"valley","gr",1009.7,138.59,351
351,FALSE,6,50,2,"valley","hp",1062.8,219.24,351
352,FALSE,3,55,3,"ncostl","ec",1230.5,664.73,352
352,FALSE,3,55,3,"ncostl","er",1269.2,644.83,352
352,TRUE,3,55,3,"ncostl","gc",1115.5,233.86,352
352,FALSE,3,55,3,"ncostl","gr",1224.3,216.82,352
352,FALSE,3,55,3,"ncostl","hp",1478.4,291.8,352
353,FALSE,5,35,3,"ncostl","ec",892.08,498.94,353
353,FALSE,5,35,3,"ncostl","er",991.22,464.55,353
353,FALSE,5,35,3,"ncostl","gc",839.74,178.07,353
353,FALSE,5,35,3,"ncostl","gr",844.67,125.23,353
353,TRUE,5,35,3,"ncostl","hp",1082.2,226.4,353
354,FALSE,5,50,7,"valley","ec",891.91,524.58,354
354,FALSE,5,50,7,"valley","er",991.79,479.58,354
354,TRUE,5,50,7,"valley","gc",913.57,179.24,354
354,FALSE,5,50,7,"valley","gr",963.16,194.59,354
354,FALSE,5,50,7,"valley","hp",1113.8,254.08,354
355,FALSE,2,50,3,"mountn","ec",837.95,367.85,355
355,FALSE,2,50,3,"mountn","er",795.56,368.2,355
355,TRUE,2,50,3,"mountn","gc",714.72,149.42,355
355,FALSE,2,50,3,"mountn","gr",860.27,136.51,355
355,FALSE,2,50,3,"mountn","hp",928.97,220.39,355
356,FALSE,5,40,2,"scostl","ec",799.12,413.4,356
356,FALSE,5,40,2,"scostl","er",1112,444.84,356
356,TRUE,5,40,2,"scostl","gc",796.96,162,356
356,FALSE,5,40,2,"scostl","gr",838.71,159.66,356
356,FALSE,5,40,2,"scostl","hp",1064.4,209.97,356
357,FALSE,6,20,7,"valley","ec",941.14,525.23,357
357,FALSE,6,20,7,"valley","er",1179.8,459.84,357
357,FALSE,6,20,7,"valley","gc",902.22,175.63,357
357,FALSE,6,20,7,"valley","gr",950.24,154.19,357
357,TRUE,6,20,7,"valley","hp",1144.7,252.95,357
358,FALSE,7,20,3,"ncostl","ec",645.75,395.05,358
358,FALSE,7,20,3,"ncostl","er",811.61,302.21,358
358,TRUE,7,20,3,"ncostl","gc",644.83,125.16,358
358,FALSE,7,20,3,"ncostl","gr",624.24,117.02,358
358,FALSE,7,20,3,"ncostl","hp",933.12,184.57,358
359,TRUE,5,35,7,"ncostl","ec",669.18,388.09,359
359,FALSE,5,35,7,"ncostl","er",779.28,355.56,359
359,FALSE,5,35,7,"ncostl","gc",630.83,127.63,359
359,FALSE,5,35,7,"ncostl","gr",722.92,156.46,359
359,FALSE,5,35,7,"ncostl","hp",998.61,193.85,359
360,FALSE,4,30,5,"ncostl","ec",952.33,598.98,360
360,FALSE,4,30,5,"ncostl","er",1164.2,525.2,360
360,TRUE,4,30,5,"ncostl","gc",928.53,219.51,360
360,FALSE,4,30,5,"ncostl","gr",1147,196.17,360
360,FALSE,4,30,5,"ncostl","hp",1301.4,265.01,360
361,FALSE,6,25,4,"scostl","ec",996.58,599.07,361
361,FALSE,6,25,4,"scostl","er",1216,506.99,361
361,FALSE,6,25,4,"scostl","gc",904.81,221.16,361
361,TRUE,6,25,4,"scostl","gr",1039.6,186.96,361
361,FALSE,6,25,4,"scostl","hp",1145.9,269.18,361
362,FALSE,3,30,7,"scostl","ec",786.49,445.79,362
362,FALSE,3,30,7,"scostl","er",978.55,439.48,362
362,FALSE,3,30,7,"scostl","gc",842.36,169.93,362
362,FALSE,3,30,7,"scostl","gr",894.74,163.16,362
362,TRUE,3,30,7,"scostl","hp",1173.6,199.34,362
363,FALSE,5,65,5,"valley","ec",840.15,524.99,363
363,FALSE,5,65,5,"valley","er",937.5,409.4,363
363,TRUE,5,65,5,"valley","gc",771.77,168.1,363
363,FALSE,5,65,5,"valley","gr",910.39,136.68,363
363,FALSE,5,65,5,"valley","hp",875.67,208.14,363
364,FALSE,4,50,3,"scostl","ec",668.03,372.65,364
364,FALSE,4,50,3,"scostl","er",869.54,336.66,364
364,TRUE,4,50,3,"scostl","gc",511.33,133.59,364
364,FALSE,4,50,3,"scostl","gr",673.44,130.32,364
364,FALSE,4,50,3,"scostl","hp",902.55,187.41,364
365,FALSE,6,25,7,"ncostl","ec",676.68,341.63,365
365,FALSE,6,25,7,"ncostl","er",860.54,419.5,365
365,TRUE,6,25,7,"ncostl","gc",638.33,152.09,365
365,FALSE,6,25,7,"ncostl","gr",784.26,111.6,365
365,FALSE,6,25,7,"ncostl","hp",797.1,212.84,365
366,FALSE,7,65,2,"ncostl","ec",868.39,492.93,366
366,FALSE,7,65,2,"ncostl","er",1072.8,399.78,366
366,TRUE,7,65,2,"ncostl","gc",790.16,205.46,366
366,FALSE,7,65,2,"ncostl","gr",939.18,143.38,366
366,FALSE,7,65,2,"ncostl","hp",1178.4,231.54,366
367,FALSE,7,60,7,"ncostl","ec",605.69,387.18,367
367,FALSE,7,60,7,"ncostl","er",831.35,373.99,367
367,TRUE,7,60,7,"ncostl","gc",641.11,136.17,367
367,FALSE,7,60,7,"ncostl","gr",743.42,130.27,367
367,FALSE,7,60,7,"ncostl","hp",931.17,186.32,367
368,FALSE,4,65,5,"valley","ec",875.59,536.78,368
368,FALSE,4,65,5,"valley","er",987.38,537.83,368
368,TRUE,4,65,5,"valley","gc",704.88,202.59,368
368,FALSE,4,65,5,"valley","gr",859.98,176.03,368
368,FALSE,4,65,5,"valley","hp",1119.2,257.43,368
369,FALSE,7,40,6,"scostl","ec",797.76,448.46,369
369,FALSE,7,40,6,"scostl","er",888.02,420.4,369
369,TRUE,7,40,6,"scostl","gc",680.64,171.83,369
369,FALSE,7,40,6,"scostl","gr",1010.1,156.58,369
369,FALSE,7,40,6,"scostl","hp",1028.8,210.78,369
370,FALSE,7,60,2,"ncostl","ec",1032.6,548.19,370
370,FALSE,7,60,2,"ncostl","er",1030.5,527.27,370
370,FALSE,7,60,2,"ncostl","gc",790.53,213.63,370
370,FALSE,7,60,2,"ncostl","gr",1044.9,181.59,370
370,TRUE,7,60,2,"ncostl","hp",1189,259.1,370
371,TRUE,2,45,3,"ncostl","ec",690.2,481.91,371
371,FALSE,2,45,3,"ncostl","er",943.5,374.82,371
371,FALSE,2,45,3,"ncostl","gc",663.23,141.43,371
371,FALSE,2,45,3,"ncostl","gr",791.26,153.41,371
371,FALSE,2,45,3,"ncostl","hp",782.56,157.72,371
372,FALSE,7,30,4,"ncostl","ec",754.48,504.42,372
372,FALSE,7,30,4,"ncostl","er",985.05,425.53,372
372,TRUE,7,30,4,"ncostl","gc",753.99,167.1,372
372,FALSE,7,30,4,"ncostl","gr",1031.8,167.64,372
372,FALSE,7,30,4,"ncostl","hp",1069.5,194.18,372
373,FALSE,3,40,7,"scostl","ec",869.77,529.09,373
373,TRUE,3,40,7,"scostl","er",1065.5,502.64,373
373,FALSE,3,40,7,"scostl","gc",862.34,153.46,373
373,FALSE,3,40,7,"scostl","gr",999.63,179.84,373
373,FALSE,3,40,7,"scostl","hp",1126.2,218.25,373
374,FALSE,3,55,2,"scostl","ec",903.97,501.59,374
374,FALSE,3,55,2,"scostl","er",1233.7,475.15,374
374,FALSE,3,55,2,"scostl","gc",834.88,190.58,374
374,TRUE,3,55,2,"scostl","gr",1030.9,168.74,374
374,FALSE,3,55,2,"scostl","hp",1203.8,285.61,374
375,TRUE,5,50,4,"mountn","ec",1116,561.68,375
375,FALSE,5,50,4,"mountn","er",1240.9,555.23,375
375,FALSE,5,50,4,"mountn","gc",923.44,229.15,375
375,FALSE,5,50,4,"mountn","gr",1253.5,207.6,375
375,FALSE,5,50,4,"mountn","hp",1207,226.61,375
376,FALSE,3,20,7,"scostl","ec",638.76,420.4,376
376,TRUE,3,20,7,"scostl","er",871.37,381.54,376
376,FALSE,3,20,7,"scostl","gc",726.94,158.65,376
376,FALSE,3,20,7,"scostl","gr",938.84,154.19,376
376,FALSE,3,20,7,"scostl","hp",989.48,218.51,376
377,FALSE,4,25,7,"valley","ec",784.55,534.44,377
377,FALSE,4,25,7,"valley","er",1100.8,400.62,377
377,TRUE,4,25,7,"valley","gc",948.35,184.83,377
377,FALSE,4,25,7,"valley","gr",1056.6,175.71,377
377,FALSE,4,25,7,"valley","hp",1249.7,219.23,377
378,FALSE,6,60,6,"scostl","ec",986.68,602.87,378
378,FALSE,6,60,6,"scostl","er",1125.5,548.59,378
378,TRUE,6,60,6,"scostl","gc",950.87,230.79,378
378,FALSE,6,60,6,"scostl","gr",1016.2,159.9,378
378,FALSE,6,60,6,"scostl","hp",1184.2,271.07,378
379,FALSE,2,40,7,"scostl","ec",726.93,448.9,379
379,FALSE,2,40,7,"scostl","er",800.55,405.51,379
379,TRUE,2,40,7,"scostl","gc",729.68,156.05,379
379,FALSE,2,40,7,"scostl","gr",867.52,142.23,379
379,FALSE,2,40,7,"scostl","hp",1021.1,196.67,379
380,FALSE,7,30,3,"ncostl","ec",803.12,539.63,380
380,FALSE,7,30,3,"ncostl","er",920.97,406.81,380
380,TRUE,7,30,3,"ncostl","gc",759.99,166.24,380
380,FALSE,7,30,3,"ncostl","gr",808.56,148.9,380
380,FALSE,7,30,3,"ncostl","hp",1057.6,216.37,380
381,FALSE,5,55,2,"scostl","ec",779,519.77,381
381,FALSE,5,55,2,"scostl","er",1001.6,430.39,381
381,TRUE,5,55,2,"scostl","gc",916.11,178.62,381
381,FALSE,5,55,2,"scostl","gr",1125.9,154.16,381
381,FALSE,5,55,2,"scostl","hp",1179.7,231.79,381
382,FALSE,3,55,3,"ncostl","ec",827.53,467.65,382
382,TRUE,3,55,3,"ncostl","er",1014.2,427.23,382
382,FALSE,3,55,3,"ncostl","gc",848.85,155.95,382
382,FALSE,3,55,3,"ncostl","gr",1054.8,158.13,382
382,FALSE,3,55,3,"ncostl","hp",1055.3,235.92,382
383,FALSE,4,55,2,"scostl","ec",776.15,479.89,383
383,FALSE,4,55,2,"scostl","er",928.73,455.67,383
383,TRUE,4,55,2,"scostl","gc",774.2,162.84,383
383,FALSE,4,55,2,"scostl","gr",892.35,158.5,383
383,FALSE,4,55,2,"scostl","hp",990.22,210.31,383
384,FALSE,3,60,5,"ncostl","ec",833.09,442.4,384
384,FALSE,3,60,5,"ncostl","er",1003.9,418.46,384
384,FALSE,3,60,5,"ncostl","gc",866.99,157.16,384
384,FALSE,3,60,5,"ncostl","gr",933.83,170.39,384
384,TRUE,3,60,5,"ncostl","hp",988.95,201.48,384
385,FALSE,7,30,2,"scostl","ec",824.57,518.95,385
385,FALSE,7,30,2,"scostl","er",829.13,401.19,385
385,FALSE,7,30,2,"scostl","gc",808.65,170.2,385
385,TRUE,7,30,2,"scostl","gr",916.58,156.92,385
385,FALSE,7,30,2,"scostl","hp",1044.8,220.34,385
386,FALSE,6,55,4,"scostl","ec",628.52,441.71,386
386,FALSE,6,55,4,"scostl","er",949.66,431.52,386
386,TRUE,6,55,4,"scostl","gc",687.46,126.12,386
386,FALSE,6,55,4,"scostl","gr",848.1,140.15,386
386,FALSE,6,55,4,"scostl","hp",781.79,189.03,386
387,FALSE,6,25,4,"scostl","ec",994.94,651.51,387
387,FALSE,6,25,4,"scostl","er",1286,516.69,387
387,TRUE,6,25,4,"scostl","gc",897.65,211.64,387
387,FALSE,6,25,4,"scostl","gr",1178.9,162.43,387
387,FALSE,6,25,4,"scostl","hp",1310.8,284.6,387
388,FALSE,3,50,4,"mountn","ec",735.11,313.68,388
388,FALSE,3,50,4,"mountn","er",670.31,316.69,388
388,TRUE,3,50,4,"mountn","gc",574.98,116.38,388
388,FALSE,3,50,4,"mountn","gr",670.07,108.54,388
388,FALSE,3,50,4,"mountn","hp",805.4,151.86,388
389,FALSE,5,20,7,"ncostl","ec",897.29,486.4,389
389,FALSE,5,20,7,"ncostl","er",1102,429.41,389
389,TRUE,5,20,7,"ncostl","gc",900.74,151.77,389
389,FALSE,5,20,7,"ncostl","gr",939.43,163.07,389
389,FALSE,5,20,7,"ncostl","hp",1036.7,230.52,389
390,FALSE,3,40,2,"mountn","ec",897.86,497.18,390
390,FALSE,3,40,2,"mountn","er",993.85,462.32,390
390,FALSE,3,40,2,"mountn","gc",942.24,196.79,390
390,TRUE,3,40,2,"mountn","gr",936.54,172.48,390
390,FALSE,3,40,2,"mountn","hp",1212.1,259.38,390
391,FALSE,6,30,5,"mountn","ec",737.04,493.78,391
391,FALSE,6,30,5,"mountn","er",954.12,432.99,391
391,TRUE,6,30,5,"mountn","gc",765.51,191.93,391
391,FALSE,6,30,5,"mountn","gr",921.48,147.1,391
391,FALSE,6,30,5,"mountn","hp",1069,230.85,391
392,FALSE,3,25,2,"valley","ec",949.62,635.07,392
392,FALSE,3,25,2,"valley","er",1087.6,480.52,392
392,TRUE,3,25,2,"valley","gc",829.04,193.76,392
392,FALSE,3,25,2,"valley","gr",1038.6,178.62,392
392,FALSE,3,25,2,"valley","hp",1178.2,251.73,392
393,FALSE,5,65,7,"ncostl","ec",658.79,416.09,393
393,FALSE,5,65,7,"ncostl","er",831.17,389.34,393
393,TRUE,5,65,7,"ncostl","gc",745.52,155.87,393
393,FALSE,5,65,7,"ncostl","gr",868.3,129.79,393
393,FALSE,5,65,7,"ncostl","hp",1021.6,193.77,393
394,FALSE,7,65,2,"ncostl","ec",738.87,489.06,394
394,FALSE,7,65,2,"ncostl","er",1144,480.19,394
394,TRUE,7,65,2,"ncostl","gc",786.05,171.95,394
394,FALSE,7,65,2,"ncostl","gr",965.64,174.4,394
394,FALSE,7,65,2,"ncostl","hp",1134.7,201.67,394
395,FALSE,7,45,4,"scostl","ec",1004.3,549.84,395
395,FALSE,7,45,4,"scostl","er",1074,512.84,395
395,TRUE,7,45,4,"scostl","gc",855.21,208.04,395
395,FALSE,7,45,4,"scostl","gr",1006.7,181.47,395
395,FALSE,7,45,4,"scostl","hp",1186.2,295.65,395
396,FALSE,7,50,6,"valley","ec",888.78,434.79,396
396,FALSE,7,50,6,"valley","er",1194.2,461.71,396
396,TRUE,7,50,6,"valley","gc",823.89,163.4,396
396,FALSE,7,50,6,"valley","gr",959.46,159.14,396
396,FALSE,7,50,6,"valley","hp",1207.6,215.49,396
397,FALSE,6,55,3,"valley","ec",842.81,474.89,397
397,FALSE,6,55,3,"valley","er",1110.5,402.59,397
397,TRUE,6,55,3,"valley","gc",808.88,165.81,397
397,FALSE,6,55,3,"valley","gr",1083.8,187.83,397
397,FALSE,6,55,3,"valley","hp",1091.8,263.82,397
398,TRUE,4,30,2,"scostl","ec",527.14,319.25,398
398,FALSE,4,30,2,"scostl","er",560.98,321.52,398
398,FALSE,4,30,2,"scostl","gc",487.73,135.32,398
398,FALSE,4,30,2,"scostl","gr",608.85,102.47,398
398,FALSE,4,30,2,"scostl","hp",750.97,155.01,398
399,FALSE,4,45,3,"scostl","ec",742.97,501.53,399
399,FALSE,4,45,3,"scostl","er",737.89,414.89,399
399,TRUE,4,45,3,"scostl","gc",714.03,156.45,399
399,FALSE,4,45,3,"scostl","gr",703.31,166.75,399
399,FALSE,4,45,3,"scostl","hp",913.01,183.08,399
400,FALSE,7,60,4,"scostl","ec",895.16,556.3,400
400,FALSE,7,60,4,"scostl","er",1171.5,493.25,400
400,TRUE,7,60,4,"scostl","gc",858.25,195.41,400
400,FALSE,7,60,4,"scostl","gr",1056,178.06,400
400,FALSE,7,60,4,"scostl","hp",1053.7,244.71,400
401,FALSE,4,40,5,"mountn","ec",832.2,417.75,401
401,FALSE,4,40,5,"mountn","er",918.13,363.41,401
401,TRUE,4,40,5,"mountn","gc",735.86,177.04,401
401,FALSE,4,40,5,"mountn","gr",990.86,134.88,401
401,FALSE,4,40,5,"mountn","hp",892.94,201.34,401
402,FALSE,5,55,4,"scostl","ec",890.59,443.96,402
402,FALSE,5,55,4,"scostl","er",989.58,464.09,402
402,TRUE,5,55,4,"scostl","gc",790.41,172.9,402
402,FALSE,5,55,4,"scostl","gr",966.96,177.87,402
402,FALSE,5,55,4,"scostl","hp",1093.9,197.09,402
403,FALSE,2,35,6,"scostl","ec",972.55,642.91,403
403,FALSE,2,35,6,"scostl","er",1158.5,451.85,403
403,TRUE,2,35,6,"scostl","gc",942.83,206.61,403
403,FALSE,2,35,6,"scostl","gr",1087.4,171.93,403
403,FALSE,2,35,6,"scostl","hp",1251.6,259.33,403
404,FALSE,5,20,6,"ncostl","ec",881.42,411.17,404
