id,name,amount,abstract,address,ref_number,university,year,area,survive,social_media,phone_call,No_members,No_alumni,No_professor,No_undergrad,No_postgrad,No_other,Employee,private_fund,Sciencepark
114,Crimson Vision Technology Limited,1.06,"Crimson Vision Technology Limited is a technology company dedicated in developing visualization of near-infrared (NIR) light for fast and portable detection. Our company aims to foster innovative, economically viable and environmentally friendly applications through the related patents and core NIR visualizing technologies. A series of technologies have already been developed in the healthcare sector, leveraging NIR visualizing technologies for use in detecting microbeads and wellness monitoring. Our leadership and R&D team are highly experienced and possess cutting-edge facilities to initiatives and R&D activities, supported by the Research Centre of Excellence for Organic Electronics at the Hong Kong Baptist University.","Suite D, 19/F., Ritz Plaza, 122 Austin Road, Tsimshatsui, Kowloon",TSSSU/HKBU/19/03,HKBU,2019,Other,1,1,0,6,2,1,0,2,1,,0,1
115,MIND and Tech Limited,2.56,"MIND and Tech offers a platform for rapid, simple yet sensitive and specific quantification of biomarkers for early Alzheimer’s disease diagnosis. In every 3 seconds, there is one person diagnosed with AD. As the aging population is expanding, dementia has become a tremendous socioeconomic issue. Now there are over 50 millions people living with dementia and AD accounted for over 2/3 of the cases. Unfortunately, there is no cure for AD, only early diagnosis and treatment can ameliorate the symptoms. Recently, detection of biomarkers represent an emerging method for AD screening. Our platform has demonstrated its capability of detecting the trace amount of AD biomarkers in different body fluids including CSF, serum, saliva and urine. It is 100X more sensitive than commercially available ELISA kit, with a limit-of-detection (LoD) down to femto molar regime. In addition, this assay has a wide dynamic range and only requires a minute amount of sample (a few microliter). It is proven practically useful. It is a rapid and low-cost alternative for accurate diagnosis of AD","Flat/Rm 801, 08/F, Austin Plaza, 83 Austin Road, Tsim Sha Tsui",TSSSU/HKBU/19/04,HKBU,2019,Biotechnology,0,0,0,3,1,1,0,0,1,,0,1
116,Smilie Technology Limited,0.24,"Our team believe that everyone deserves a great smile and we are trying to connect the dental expertise in Hong Kong with the China market by combining various technology including teledentistry, 3D-printing and new materials. To address the pain points of uneven dentists' quality, high pricing and frequent follow-up visits, we are trying to streamline the whole process with our new teledentistry solution. We are aiming to create an affordable option to those who want to get the orthodontic treatment and to provide a better treatment experience.","7/F Chiu Chow Association Building, Des Voeux Rd West No. 81-85, Sheung Wan, Hong Kong",TSSSU/HKBU/19/05,HKBU,2019,Information and Communication Technologies,1,0,0,4,0,0,1,0,3,2,0,0
117,CP2Joy IT Company Limited,0.29153,"CP2Joy IT Co. LTD (Our company), is dedicated to invent and produce range of assistive technologies, in order to assist people with different levels of disabilities to overcome the digital divide. In 2019, our company has successfully developed “CP2Joy”, for people who has severe upper arm disabilities. This assistive product is the first of its kind in the city, which could customize settings that fit each user’s specific needs through their voices, so that users can study and work like a normal person. In the coming year, our company aims to develop a keyboard that assists people with mild to severe upper arm disabilities. Our company will also upgrade the existing CP2Joy, and expand the market.","Room 2602-03, 26/F, Billion Trade Centre, 31 Hung To Road, Kwun Tong, Kowloon, Hong Kong SAR",TSSSU/HKBU/20/01,HKBU,2020,Information and Communication Technologies,1,1,1,4,1,2,0,0,1,,1,0
118,Herbap Biotech Limited,1.38778267,"Herbap Biotech is a green company composed of two founding members who are local Hongkongers passionate in scientific research, phytomedicinal studies and knowledge products. We are committed to produce and deliver scientific processes on phytochemicals and herbal products with youngest technical mind and advanced tools. The phytonutrient-based remedial mist for the removal of hypertrophic scars is one of the specialties of Herbap Biotech. On the other hand, we have been identifying and characterizing various kinds of small-molecule phytonutrients through in-house testing, which can be provided to other companies and manufacturers for uses in their healthcare products.","Unit 18, 7/F, Fabrico Factory Building, 78-84 Kwai Cheong Road, Kwai Chung",TSSSU/HKBU/20/02,HKBU,2020,Biotechnology,1,0,1,1,0,0,0,1,0,,1,0
119,OncoSeek Limited,0.95,OncoSeek Limited is a Hong Kong-based start-up company established in 2014 with a focus on developing novel cancer diagnostics. OncoSeek aims to develop novel personalized cancer screening assays by utilizing the móst advanced biomedical technologies and provide professional services for early and real-time screening of invasive cancer and subsequent therapeutic management.,"Unit 625,6/F Biotech Centre 2, No.11 Science Park West Avenue, Hong Kong Science Park, Pak Shek Kok, NT, Hong Kong",TSSSU/HKU/14/01,HKU,2014,Biotechnology,1,1,1,3,2,1,0,0,0,1,1,1
120,Comma Technology Limited,0.5,"Comma Technology Limited is a start-up technology company founded in October, 2014. Founders of Comma Tech have domain expertise of R&D and enterprise management. The core business of Comma Tech is (1) to develop portal / wearable intelligent devices with multiple data capturing and sensing function and (2) to provide intelligent wearable-enabled solutions to fulfil the professionals' need in manufacturing, logistics and relevant industry environments.","Rm 105B, 1/F, IC Develoopment Center, No. 2 Science Park West Avenue, HKSTP, Shatin, NT, HK",TSSSU/HKU/14/02,HKU,2014,Electronics,1,0,0,6,1,1,0,4,0,,0,1
121,Living Tissues Company Limited,1.72,"Our focus is to repair cartilage damages, whether they are caused by trauma or through degeneration as in osteoarthritis. We use stem cells of the donor to grow tissues of cartilage, bone with the bone/cartilage interface as one construct. The construct in the form of an implantable plug is then implanted into the patient to replace the damaged tissues. We are a spin off from the Tissue Engineering Laboratory at the University of Hong Kong. The Tissue Engineering Lab has developed many technology platforms in the last decade, and these formed the solid foundation of Living Tissues.","Unit 620,6/F Biotech Centre 2, No.11 Science Park West Avenue, Hong Kong Science Park, Pak Shek Kok. NT, HK",TSSSU/HKU/14/03,HKU,2014,Biotechnology,1,0,0,3,1,1,0,0,1,,0,0
122,OrthoSmart Limited,1.0775,"OrthoSmart is a new Hong Kong based biotechnology startup specializing in the translation of innovative findings in orthopaedic research into clinical practice. Each of our technical managers, directors and honorary advisors have been working in orthopaedic clinical and basic science research as well as technology start-up in particular in spinal research for year. Our experts have developed patented technologies that enable superior and safe correction of abnormal curvatures of the spine by using specially tailored superelastic properties of nickel titanium alloys. They present a new paradigm in spine surgery and allow gradual correction of curves of the spine that is not possible with current implant technologies.","10/F, Fung House, 19-20 Connaught Road Central, Hong Kong",TSSSU/HKU/14/04,HKU,2014,Biotechnology,1,0,0,9,3,2,0,0,4,,0,0
123,Appedu (Holding) Limited,0.3,"Specialties in e-Learning Platform Development, Content Development, Education Services, Mobile Flip Classroom. The start-up has developed ""Snapask"" and ""Snapask ACE"".",-,TSSSU/HKU/14/05,HKU,2014,Information and Communication Technologies,0,0,0,5,2,0,0,0,3,,0,0
